Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity	#GOs	GOs	Enzyme Codes	InterProScan
Be3_22222	---NA---	103	0			0	-			
Be3_22223	---NA---	103	0			0	-			
Be3_22224	---NA---	103	0			0	-			
Be3_22225	---NA---	103	0			0	-			
Be3_22226	---NA---	103	0			0	-			
Be3_22227	---NA---	103	0			0	-			
Be3_22228	---NA---	103	0			0	-			
Be3_22229	---NA---	103	0			0	-			
Be3_22230	---NA---	103	0			0	-			
Be3_22231	hypothetical protein RO3G_12573	102	2	9.21318E-12	68.0%	0	-			
Be3_22232	---NA---	102	0			0	-			
Be3_22233	related to vps55-protein involved in late endosome to vacuole trafficking	102	5	1.02438E-24	70.2%	0	-			
Be3_22234	hypothetical protein BATDEDRAFT_28391	102	1	1.73802E-35	78.0%	0	-			
Be3_22235	---NA---	102	0			0	-			
Be3_22236	---NA---	102	0			0	-			
Be3_22237	---NA---	102	0			0	-			
Be3_22238	---NA---	102	0			0	-			
Be3_22239	---NA---	102	0			0	-			
Be3_22240	---NA---	102	0			0	-			
Be3_22241	---NA---	102	0			0	-			
Be3_22242	---NA---	102	0			0	-			
Be3_22243	alternative splicing factor srp20 -like	102	4	6.32315E-14	63.75%	1	F:binding	-		
Be3_22244	---NA---	102	0			0	-			
Be3_22245	---NA---	102	0			0	-			
Be3_22246	---NA---	102	0			0	-			
Be3_22247	---NA---	102	0			0	-			
Be3_22248	---NA---	102	0			0	-			
Be3_22249	---NA---	102	0			0	-			
Be3_22250	---NA---	102	0			0	-			
Be3_22251	---NA---	102	0			0	-			
Be3_22252	predicted protein	102	5	1.39419E-17	81.4%	0	-			
Be3_22253	---NA---	102	0			0	-			
Be3_22254	---NA---	102	0			0	-			
Be3_22255	---NA---	102	0			0	-			
Be3_22256	---NA---	102	0			0	-			
Be3_22257	---NA---	102	0			0	-			
Be3_22258	prof2_acaca ame: full=profilin-2 ame: full=basic profilin ame: full=profilin ii	102	5	3.71037E-27	68.4%	2	P:cytoskeleton organization; C:cytoskeleton	-		
Be3_22259	---NA---	102	0			0	-			
Be3_22260	---NA---	101	0			0	-			
Be3_22261	dnaj homolog subfamily b member 11-like	101	5	9.344E-14	68.4%	3	F:unfolded protein binding; P:protein folding; F:heat shock protein binding			
Be3_22262	pterin 4 alpha carbinolamine dehydratase dimerization cofactor of hepatocyte nuclear factor 1 alpha 1-like	101	5	1.41183E-30	70.8%	2	P:tetrahydrobiopterin biosynthetic process; F:4-alpha-hydroxytetrahydrobiopterin dehydratase activity			
Be3_22263	---NA---	101	0			0	-			
Be3_22264	---NA---	101	0			0	-			
Be3_22265	---NA---	101	0			0	-			
Be3_22266	---NA---	101	0			0	-			
Be3_22267	---NA---	101	0			0	-			
Be3_22268	---NA---	101	0			0	-			
Be3_22269	ribosomal protein l30	101	5	1.01638E-13	61.2%	0	-			
Be3_22270	---NA---	101	0			0	-			
Be3_22271	---NA---	101	0			0	-			
Be3_22272	---NA---	101	0			0	-			
Be3_22273	---NA---	101	0			0	-			
Be3_22274	---NA---	101	0			0	-			
Be3_22275	---NA---	101	0			0	-			
Be3_22276	---NA---	101	0			0	-			
Be3_22277	---NA---	101	0			0	-			
Be3_22278	---NA---	101	0			0	-			
Be3_22279	---NA---	101	0			0	-			
Be3_22280	---NA---	101	0			0	-			
Be3_22281	---NA---	101	0			0	-			
Be3_22282	hypothetical protein BATDEDRAFT_24151	101	1	5.8001E-11	58.0%	0	-			
Be3_22283	---NA---	101	0			0	-			
Be3_22284	---NA---	101	0			0	-			
Be3_22285	---NA---	101	0			0	-			
Be3_22286	---NA---	101	0			0	-			
Be3_22287	---NA---	101	0			0	-			
Be3_22288	---NA---	101	0			0	-			
Be3_22289	---NA---	101	0			0	-			
Be3_22290	---NA---	101	0			0	-			
Be3_22291	---NA---	101	0			0	-			
Be3_22292	---NA---	101	0			0	-			
Be3_22293	---NA---	101	0			0	-			
Be3_22294	---NA---	101	0			0	-			
Be3_22295	---NA---	101	0			0	-			
Be3_22296	---NA---	101	0			0	-			
Be3_22297	60s ribosomal protein l37a	101	5	4.59835E-31	90.2%	0	-			
Be3_22298	---NA---	101	0			0	-			
Be3_22299	---NA---	100	0			0	-			
Be3_22300	---NA---	100	0			0	-			
Be3_22301	---NA---	100	0			0	-			
Be3_22302	---NA---	100	0			0	-			
Be3_22303	---NA---	100	0			0	-			
Be3_22304	---NA---	100	0			0	-			
Be3_22305	---NA---	100	0			0	-			
Be3_22306	---NA---	100	0			0	-			
Be3_22307	---NA---	100	0			0	-			
Be3_22308	---NA---	100	0			0	-			
Be3_22309	---NA---	100	0			0	-			
Be3_22310	---NA---	100	0			0	-			
Be3_22311	---NA---	100	0			0	-			
Be3_22312	---NA---	100	0			0	-			
Be3_22313	---NA---	100	0			0	-			
Be3_22314	---NA---	100	0			0	-			
Be3_22315	---NA---	100	0			0	-			
Be3_22316	---NA---	100	0			0	-			
Be3_22317	---NA---	100	0			0	-			
Be3_22318	---NA---	100	0			0	-			
Be3_22319	---NA---	100	0			0	-			
Be3_22320	splicing factor 3b subunit 5-like	100	5	1.00571E-24	81.2%	0	-			
Be3_22321	---NA---	100	0			0	-			
Be3_22322	---NA---	100	0			0	-			
Be3_22323	---NA---	100	0			0	-			
Be3_22324	---NA---	100	0			0	-			
Be3_22325	---NA---	100	0			0	-			
Be3_22326	---NA---	100	0			0	-			
Be3_22327		100								
Be3_22328	---NA---	100	0			0	-			
Be3_22329	---NA---	100	0			0	-			
Be3_22330	---NA---	100	0			0	-			
Be3_22331	---NA---	100	0			0	-			
Be3_22332	---NA---	100	0			0	-			
Be3_22333	---NA---	100	0			0	-			
Be3_22334	---NA---	100	0			0	-			
Be3_22335	---NA---	100	0			0	-			
Be3_22336	---NA---	99	0			0	-			
Be3_22337	---NA---	99	0			0	-			
Be3_22338	---NA---	99	0			0	-			
Be3_22339	---NA---	99	0			0	-			
Be3_22340	---NA---	99	0			0	-			
Be3_22341	---NA---	99	0			0	-			
Be3_22342	---NA---	99	0			0	-			
Be3_22343	---NA---	99	0			0	-			
Be3_22344	---NA---	99	0			0	-			
Be3_22345	---NA---	99	0			0	-			
Be3_22346	---NA---	99	0			0	-			
Be3_22347	---NA---	99	0			0	-			
Be3_22348	---NA---	99	0			0	-			
Be3_22349	---NA---	99	0			0	-			
Be3_22350	---NA---	99	0			0	-			
Be3_22351	---NA---	99	0			0	-			
Be3_22352	---NA---	99	0			0	-			
Be3_22353	---NA---	99	0			0	-			
Be3_22354	hypothetical protein RO3G_16398	99	1	1.6483E-12	62.0%	0	-			
Be3_22355	---NA---	99	0			0	-			
Be3_22356	---NA---	99	0			0	-			
Be3_22357	---NA---	99	0			0	-			
Be3_22358	---NA---	99	0			0	-			
Be3_22359	---NA---	99	0			0	-			
Be3_22360	a b barrel domain protein	99	5	4.13638E-20	63.8%	0	-			
Be3_22361	dna-directed rna polymerase i polypeptide 2	99	5	1.0914E-11	86.0%	7	F:transferase activity; ; F:DNA binding; F:binding; C:nucleus	(2.7) Transferring phosphorous-containing groups		
Be3_22362	---NA---	99	0			0	-			
Be3_22363	---NA---	99	0			0	-			
Be3_22364	zn-dependent exopeptidase	99	5	1.88955E-12	51.0%	2	F:hydrolase activity; P:metabolic process			
Be3_22365	---NA---	99	0			0	-			
Be3_22366	---NA---	99	0			0	-			
Be3_22367	---NA---	99	0			0	-			
Be3_22368	---NA---	99	0			0	-			
Be3_22369	---NA---	99	0			0	-			
Be3_22370	---NA---	99	0			0	-			
Be3_22371	---NA---	99	0			0	-			
Be3_22372	---NA---	99	0			0	-			
Be3_22373	---NA---	99	0			0	-			
Be3_22374	cyclin-dependent kinase regulatory subunit cks1	99	5	7.85686E-29	67.8%	1	P:biological_process	-		
Be3_22375	---NA---	99	0			0	-			
Be3_22376	---NA---	98	0			0	-			
Be3_22377	hypothetical protein BATDEDRAFT_12254	98	1	2.96348E-11	56.0%	0	-			
Be3_22378	---NA---	98	0			0	-			
Be3_22379	---NA---	98	0			0	-			
Be3_22380	ribosomal protein l36e	98	5	1.90539E-29	82.6%	0	-			
Be3_22381	---NA---	98	0			0	-			
Be3_22382	---NA---	98	0			0	-			
Be3_22383	---NA---	98	0			0	-			
Be3_22384	---NA---	98	0			0	-			
Be3_22385	---NA---	98	0			0	-			
Be3_22386	---NA---	98	0			0	-			
Be3_22387	---NA---	98	0			0	-			
Be3_22388	---NA---	98	0			0	-			
Be3_22389	ubiquitin conjugating enzyme ubc8	98	5	3.62426E-19	91.4%	6	C:cytoplasm; P:response to stress; P:cellular protein modification process; F:nucleotide binding; F:catalytic activity	(6.3) Forming carbon-nitrogen bonds		
Be3_22390	---NA---	98	0			0	-			
Be3_22391	---NA---	98	0			0	-			
Be3_22392	---NA---	98	0			0	-			
Be3_22393	---NA---	98	0			0	-			
Be3_22394	---NA---	98	0			0	-			
Be3_22395	---NA---	98	0			0	-			
Be3_22396	---NA---	98	0			0	-			
Be3_22397	---NA---	98	0			0	-			
Be3_22398	---NA---	98	0			0	-			
Be3_22399	---NA---	98	0			0	-			
Be3_22400	---NA---	98	0			0	-			
Be3_22401	conserved hypothetical protein	98	5	6.96146E-19	73.8%	0	-			
Be3_22402	---NA---	98	0			0	-			
Be3_22403	---NA---	98	0			0	-			
Be3_22404	---NA---	98	0			0	-			
Be3_22405	---NA---	98	0			0	-			
Be3_22406	---NA---	98	0			0	-			
Be3_22407	---NA---	98	0			0	-			
Be3_22408	---NA---	98	0			0	-			
Be3_22409	---NA---	98	0			0	-			
Be3_22410	---NA---	98	0			0	-			
Be3_22411	---NA---	98	0			0	-			
Be3_22412	---NA---	98	0			0	-			
Be3_22413	---NA---	98	0			0	-			
Be3_22414	inosine-uridine preferring nucleoside	98	5	8.43702E-14	67.8%	1	F:hydrolase activity	-		
Be3_22415	mitochondrial import inner membrane translocase subunit tim13	98	5	5.58752E-28	71.4%	5	C:cytosol; P:mitochondrion organization; P:protein transport; C:mitochondrion; C:cell; C:nucleus	-		
Be3_22416	---NA---	98	0			0	-			
Be3_22417	---NA---	98	0			0	-			
Be3_22418	---NA---	97	0			0	-			
Be3_22419	---NA---	97	0			0	-			
Be3_22420	---NA---	97	0			0	-			
Be3_22421	---NA---	97	0			0	-			
Be3_22422	---NA---	97	0			0	-			
Be3_22423	---NA---	97	0			0	-			
Be3_22424	---NA---	97	0			0	-			
Be3_22425	---NA---	97	0			0	-			
Be3_22426	---NA---	97	0			0	-			
Be3_22427	---NA---	97	0			0	-			
Be3_22428	---NA---	97	0			0	-			
Be3_22429	---NA---	97	0			0	-			
Be3_22430	---NA---	97	0			0	-			
Be3_22431	mitochondrial intermembrane space protein	97	5	1.9847E-23	72.4%	5	F:transporter activity; P:protein transport; P:mitochondrion organization; C:protein complex; C:mitochondrion; F:protein binding	-		
Be3_22432	---NA---	97	0			0	-			
Be3_22433	---NA---	97	0			0	-			
Be3_22434	---NA---	97	0			0	-			
Be3_22435	---NA---	97	0			0	-			
Be3_22436	---NA---	97	0			0	-			
Be3_22437	---NA---	97	0			0	-			
Be3_22438	---NA---	97	0			0	-			
Be3_22439	---NA---	97	0			0	-			
Be3_22440	---NA---	97	0			0	-			
Be3_22441	---NA---	97	0			0	-			
Be3_22442	---NA---	97	0			0	-			
Be3_22443	---NA---	97	0			0	-			
Be3_22444	---NA---	97	0			0	-			
Be3_22445	---NA---	97	0			0	-			
Be3_22446	---NA---	97	0			0	-			
Be3_22447	---NA---	97	0			0	-			
Be3_22448	cyclophilin 1	97	5	3.51722E-53	94.8%	3	P:protein metabolic process; P:cellular protein modification process; F:catalytic activity	(5.2) Cis-trans-isomerases		
Be3_22449	---NA---	97	0			0	-			
Be3_22450	---NA---	97	0			0	-			
Be3_22451	---NA---	97	0			0	-			
Be3_22452	---NA---	97	0			0	-			
Be3_22453	---NA---	97	0			0	-			
Be3_22454	---NA---	97	0			0	-			
Be3_22455	---NA---	97	0			0	-			
Be3_22456	related to septum formation maf	97	5	2.18396E-14	68.6%	1	C:cytoplasm			
Be3_22457	---NA---	97	0			0	-			
Be3_22458	---NA---	96	0			0	-			
Be3_22459	---NA---	96	0			0	-			
Be3_22460	---NA---	96	0			0	-			
Be3_22461	---NA---	96	0			0	-			
Be3_22462	---NA---	96	0			0	-			
Be3_22463	---NA---	96	0			0	-			
Be3_22464	---NA---	96	0			0	-			
Be3_22465	---NA---	96	0			0	-			
Be3_22466	---NA---	96	0			0	-			
Be3_22467	---NA---	96	0			0	-			
Be3_22468	---NA---	96	0			0	-			
Be3_22469	---NA---	96	0			0	-			
Be3_22470	---NA---	96	0			0	-			
Be3_22471	---NA---	96	0			0	-			
Be3_22472	---NA---	96	0			0	-			
Be3_22473	---NA---	96	0			0	-			
Be3_22474	---NA---	96	0			0	-			
Be3_22475	---NA---	96	0			0	-			
Be3_22476	---NA---	96	0			0	-			
Be3_22477	---NA---	96	0			0	-			
Be3_22478	---NA---	96	0			0	-			
Be3_22479	---NA---	96	0			0	-			
Be3_22480	---NA---	96	0			0	-			
Be3_22481	---NA---	96	0			0	-			
Be3_22482	---NA---	96	0			0	-			
Be3_22483	---NA---	96	0			0	-			
Be3_22484	---NA---	96	0			0	-			
Be3_22485	---NA---	96	0			0	-			
Be3_22486	---NA---	96	0			0	-			
Be3_22487	---NA---	96	0			0	-			
Be3_22488	---NA---	96	0			0	-			
Be3_22489	---NA---	96	0			0	-			
Be3_22490	---NA---	96	0			0	-			
Be3_22491	---NA---	96	0			0	-			
Be3_22492	---NA---	96	0			0	-			
Be3_22493	---NA---	96	0			0	-			
Be3_22494	---NA---	96	0			0	-			
Be3_22495	cysteine protease	96	5	1.19475E-15	70.6%	2	P:proteolysis; F:cysteine-type endopeptidase activity			
Be3_22496	---NA---	96	0			0	-			
Be3_22497	---NA---	96	0			0	-			
Be3_22498	---NA---	96	0			0	-			
Be3_22499	dolichol phosphate-mannose biosynthesis regulatory	96	1	9.14621E-11	65.0%	0	-			
Be3_22500	---NA---	96	0			0	-			
Be3_22501	---NA---	96	0			0	-			
Be3_22502	---NA---	96	0			0	-			
Be3_22503	---NA---	96	0			0	-			
Be3_22504	---NA---	96	0			0	-			
Be3_22505	---NA---	95	0			0	-			
Be3_22506	hsbp1-like protein	95	2	1.50697E-11	83.0%	0	-			
Be3_22507	---NA---	95	0			0	-			
Be3_22508	---NA---	95	0			0	-			
Be3_22509	---NA---	95	0			0	-			
Be3_22510	---NA---	95	0			0	-			
Be3_22511	---NA---	95	0			0	-			
Be3_22512	---NA---	95	0			0	-			
Be3_22513	---NA---	95	0			0	-			
Be3_22514	---NA---	95	0			0	-			
Be3_22515	---NA---	95	0			0	-			
Be3_22516	---NA---	95	0			0	-			
Be3_22517	---NA---	95	0			0	-			
Be3_22518	---NA---	95	0			0	-			
Be3_22519	---NA---	95	0			0	-			
Be3_22520	---NA---	95	0			0	-			
Be3_22521	---NA---	95	0			0	-			
Be3_22522	---NA---	95	0			0	-			
Be3_22523	---NA---	95	0			0	-			
Be3_22524	---NA---	95	0			0	-			
Be3_22525	---NA---	95	0			0	-			
Be3_22526	---NA---	95	0			0	-			
Be3_22527	---NA---	95	0			0	-			
Be3_22528	---NA---	95	0			0	-			
Be3_22529	---NA---	95	0			0	-			
Be3_22530	---NA---	95	0			0	-			
Be3_22531	---NA---	95	0			0	-			
Be3_22532	domain-containing protein	95	5	9.07387E-29	75.6%	0	-			
Be3_22533	---NA---	95	0			0	-			
Be3_22534	---NA---	95	0			0	-			
Be3_22535	---NA---	95	0			0	-			
Be3_22536	---NA---	95	0			0	-			
Be3_22537	---NA---	95	0			0	-			
Be3_22538	---NA---	95	0			0	-			
Be3_22539	---NA---	95	0			0	-			
Be3_22540	---NA---	95	0			0	-			
Be3_22541	---NA---	95	0			0	-			
Be3_22542	---NA---	95	0			0	-			
Be3_22543	---NA---	95	0			0	-			
Be3_22544	---NA---	95	0			0	-			
Be3_22545	---NA---	95	0			0	-			
Be3_22546	---NA---	95	0			0	-			
Be3_22547	---NA---	95	0			0	-			
Be3_22548	hypothetical protein AURANDRAFT_8762, partial	94	2	2.71471E-13	68.5%	2	P:tetrahydrobiopterin biosynthetic process; F:4-alpha-hydroxytetrahydrobiopterin dehydratase activity			
Be3_22549	---NA---	94	0			0	-			
Be3_22550	---NA---	94	0			0	-			
Be3_22551	---NA---	94	0			0	-			
Be3_22552	---NA---	94	0			0	-			
Be3_22553	-domain-containing protein	94	5	7.95602E-14	71.2%	3	F:unfolded protein binding; P:protein folding; F:heat shock protein binding			
Be3_22554	---NA---	94	0			0	-			
Be3_22555	---NA---	94	0			0	-			
Be3_22556	---NA---	94	0			0	-			
Be3_22557	---NA---	94	0			0	-			
Be3_22558	---NA---	94	0			0	-			
Be3_22559	---NA---	94	0			0	-			
Be3_22560	---NA---	94	0			0	-			
Be3_22561	---NA---	94	0			0	-			
Be3_22562	---NA---	94	0			0	-			
Be3_22563	---NA---	94	0			0	-			
Be3_22564	---NA---	94	0			0	-			
Be3_22565	---NA---	94	0			0	-			
Be3_22566	---NA---	94	0			0	-			
Be3_22567	---NA---	94	0			0	-			
Be3_22568	---NA---	94	0			0	-			
Be3_22569	---NA---	94	0			0	-			
Be3_22570	---NA---	94	0			0	-			
Be3_22571	---NA---	94	0			0	-			
Be3_22572	---NA---	94	0			0	-			
Be3_22573	---NA---	94	0			0	-			
Be3_22574	---NA---	94	0			0	-			
Be3_22575	---NA---	94	0			0	-			
Be3_22576	---NA---	94	0			0	-			
Be3_22577	---NA---	94	0			0	-			
Be3_22578	---NA---	94	0			0	-			
Be3_22579	---NA---	94	0			0	-			
Be3_22580	---NA---	94	0			0	-			
Be3_22581	cytochrome c oxidase copper chaperone-like	94	5	1.45427E-13	68.4%	4	F:copper ion binding; C:mitochondrial intermembrane space; P:copper ion transport; F:copper chaperone activity			
Be3_22582	---NA---	94	0			0	-			
Be3_22583	---NA---	94	0			0	-			
Be3_22584	---NA---	94	0			0	-			
Be3_22585	---NA---	94	0			0	-			
Be3_22586	---NA---	94	0			0	-			
Be3_22587	---NA---	94	0			0	-			
Be3_22588	---NA---	94	0			0	-			
Be3_22589	---NA---	94	0			0	-			
Be3_22590	---NA---	94	0			0	-			
Be3_22591	---NA---	93	0			0	-			
Be3_22592	---NA---	93	0			0	-			
Be3_22593	---NA---	93	0			0	-			
Be3_22594	---NA---	93	0			0	-			
Be3_22595	---NA---	93	0			0	-			
Be3_22596	---NA---	93	0			0	-			
Be3_22597	---NA---	93	0			0	-			
Be3_22598	---NA---	93	0			0	-			
Be3_22599	---NA---	93	0			0	-			
Be3_22600	---NA---	93	0			0	-			
Be3_22601	---NA---	93	0			0	-			
Be3_22602	---NA---	93	0			0	-			
Be3_22603	---NA---	93	0			0	-			
Be3_22604	---NA---	93	0			0	-			
Be3_22605	---NA---	93	0			0	-			
Be3_22606	---NA---	93	0			0	-			
Be3_22607	---NA---	93	0			0	-			
Be3_22608	---NA---	93	0			0	-			
Be3_22609	---NA---	93	0			0	-			
Be3_22610	enhancer of yellow 2 transcription factor homolog	93	5	1.29269E-18	74.0%	7	P:transport; C:nucleoplasm; C:protein complex; F:transcription regulator activity; F:protein binding; P:organelle organization; P:cellular protein modification process; ; P:regulation of biological process	-		
Be3_22611	---NA---	93	0			0	-			
Be3_22612	---NA---	93	0			0	-			
Be3_22613	---NA---	93	0			0	-			
Be3_22614	---NA---	93	0			0	-			
Be3_22615	---NA---	93	0			0	-			
Be3_22616	---NA---	93	0			0	-			
Be3_22617	---NA---	93	0			0	-			
Be3_22618	---NA---	93	0			0	-			
Be3_22619	---NA---	93	0			0	-			
Be3_22620	---NA---	93	0			0	-			
Be3_22621	---NA---	93	0			0	-			
Be3_22622	---NA---	93	0			0	-			
Be3_22623	---NA---	93	0			0	-			
Be3_22624	---NA---	93	0			0	-			
Be3_22625	---NA---	93	0			0	-			
Be3_22626	---NA---	93	0			0	-			
Be3_22627	---NA---	93	0			0	-			
Be3_22628	---NA---	93	0			0	-			
Be3_22629	---NA---	93	0			0	-			
Be3_22630	---NA---	93	0			0	-			
Be3_22631	---NA---	93	0			0	-			
Be3_22632	---NA---	93	0			0	-			
Be3_22633	---NA---	93	0			0	-			
Be3_22634	hypothetical protein TREMEDRAFT_65537	92	5	4.17341E-21	59.8%	1	F:ubiquinol-cytochrome-c reductase activity			
Be3_22635	---NA---	92	0			0	-			
Be3_22636	---NA---	92	0			0	-			
Be3_22637	---NA---	92	0			0	-			
Be3_22638	---NA---	92	0			0	-			
Be3_22639	---NA---	92	0			0	-			
Be3_22640	---NA---	92	0			0	-			
Be3_22641	---NA---	92	0			0	-			
Be3_22642	---NA---	92	0			0	-			
Be3_22643	---NA---	92	0			0	-			
Be3_22644	---NA---	92	0			0	-			
Be3_22645	---NA---	92	0			0	-			
Be3_22646	---NA---	92	0			0	-			
Be3_22647	---NA---	92	0			0	-			
Be3_22648	---NA---	92	0			0	-			
Be3_22649	---NA---	92	0			0	-			
Be3_22650	---NA---	92	0			0	-			
Be3_22651	---NA---	92	0			0	-			
Be3_22652	---NA---	92	0			0	-			
Be3_22653	---NA---	92	0			0	-			
Be3_22654	---NA---	92	0			0	-			
Be3_22655	---NA---	92	0			0	-			
Be3_22656	---NA---	92	0			0	-			
Be3_22657	---NA---	92	0			0	-			
Be3_22658	---NA---	92	0			0	-			
Be3_22659	enhancer of yellow 2 transcription factor homolog	92	5	7.13151E-13	74.6%	7	P:transport; C:nucleoplasm; C:protein complex; F:transcription regulator activity; F:protein binding; P:organelle organization; P:cellular protein modification process; ; P:regulation of biological process	-		
Be3_22660	---NA---	92	0			0	-			
Be3_22661	---NA---	92	0			0	-			
Be3_22662	---NA---	92	0			0	-			
Be3_22663	---NA---	92	0			0	-			
Be3_22664	---NA---	92	0			0	-			
Be3_22665	---NA---	92	0			0	-			
Be3_22666	---NA---	92	0			0	-			
Be3_22667	---NA---	92	0			0	-			
Be3_22668	---NA---	92	0			0	-			
Be3_22669	---NA---	92	0			0	-			
Be3_22670	---NA---	92	0			0	-			
Be3_22671	---NA---	92	0			0	-			
Be3_22672	---NA---	91	0			0	-			
Be3_22673	---NA---	91	0			0	-			
Be3_22674	---NA---	91	0			0	-			
Be3_22675	---NA---	91	0			0	-			
Be3_22676	---NA---	91	0			0	-			
Be3_22677	---NA---	91	0			0	-			
Be3_22678	---NA---	91	0			0	-			
Be3_22679	---NA---	91	0			0	-			
Be3_22680	---NA---	91	0			0	-			
Be3_22681	---NA---	91	0			0	-			
Be3_22682	---NA---	91	0			0	-			
Be3_22683	lsm sm-like protein family member	91	5	2.83996E-33	82.0%	0	-			
Be3_22684	ubiquitin-like protein	91	5	9.85667E-15	62.4%	0	-			
Be3_22685	---NA---	91	0			0	-			
Be3_22686	---NA---	91	0			0	-			
Be3_22687	---NA---	91	0			0	-			
Be3_22688	---NA---	91	0			0	-			
Be3_22689	---NA---	91	0			0	-			
Be3_22690	---NA---	91	0			0	-			
Be3_22691	---NA---	91	0			0	-			
Be3_22692	---NA---	91	0			0	-			
Be3_22693	---NA---	91	0			0	-			
Be3_22694	---NA---	91	0			0	-			
Be3_22695	---NA---	91	0			0	-			
Be3_22696	---NA---	91	0			0	-			
Be3_22697	---NA---	91	0			0	-			
Be3_22698	---NA---	91	0			0	-			
Be3_22699	---NA---	91	0			0	-			
Be3_22700	dynactin subunit 1	91	5	5.97068E-23	72.0%	0	-			
Be3_22701	---NA---	91	0			0	-			
Be3_22702	---NA---	91	0			0	-			
Be3_22703	---NA---	91	0			0	-			
Be3_22704	---NA---	91	0			0	-			
Be3_22705	---NA---	91	0			0	-			
Be3_22706	---NA---	91	0			0	-			
Be3_22707	60s ribosomal protein l38	91	5	7.06284E-23	83.2%	4	C:ribosome; F:structural molecule activity; P:translation	-		
Be3_22708	---NA---	91	0			0	-			
Be3_22709	---NA---	91	0			0	-			
Be3_22710	---NA---	91	0			0	-			
Be3_22711	---NA---	91	0			0	-			
Be3_22712	---NA---	91	0			0	-			
Be3_22713	---NA---	91	0			0	-			
Be3_22714	---NA---	91	0			0	-			
Be3_22715	---NA---	91	0			0	-			
Be3_22716	---NA---	91	0			0	-			
Be3_22717	---NA---	91	0			0	-			
Be3_22718	---NA---	91	0			0	-			
Be3_22719	---NA---	91	0			0	-			
Be3_22720	---NA---	91	0			0	-			
Be3_22721	---NA---	91	0			0	-			
Be3_22722	---NA---	90	0			0	-			
Be3_22723	---NA---	90	0			0	-			
Be3_22724	---NA---	90	0			0	-			
Be3_22725	---NA---	90	0			0	-			
Be3_22726	---NA---	90	0			0	-			
Be3_22727	---NA---	90	0			0	-			
Be3_22728	---NA---	90	0			0	-			
Be3_22729	---NA---	90	0			0	-			
Be3_22730	---NA---	90	0			0	-			
Be3_22731	---NA---	90	0			0	-			
Be3_22732	---NA---	90	0			0	-			
Be3_22733	---NA---	90	0			0	-			
Be3_22734	---NA---	90	0			0	-			
Be3_22735	---NA---	90	0			0	-			
Be3_22736	---NA---	90	0			0	-			
Be3_22737	---NA---	90	0			0	-			
Be3_22738	---NA---	90	0			0	-			
Be3_22739	---NA---	90	0			0	-			
Be3_22740	---NA---	90	0			0	-			
Be3_22741	---NA---	90	0			0	-			
Be3_22742	---NA---	90	0			0	-			
Be3_22743	---NA---	90	0			0	-			
Be3_22744	---NA---	90	0			0	-			
Be3_22745	---NA---	90	0			0	-			
Be3_22746	---NA---	90	0			0	-			
Be3_22747	cation channel sperm-associated protein 2-like	90	4	1.35771E-14	65.0%	6	C:integral to membrane; C:membrane; P:transmembrane transport; P:ion transport; F:ion channel activity; P:transport			
